Name,City,Country,Address,Category,Type/Subcategory,Current level,Suggested PlantsPack level,Confidence,Verification level,Is verified,Action,Priority,Reason,Website,Source to scrape,Google Maps search,HappyCow/source search,Phone,Opening hours,Raw opening hours,Hours note,Image scrape source,Main image,Images count,Cuisine types,Description,Latitude,Longitude,Slug,Place ID,Data quality flags,Updated at
Viva Chapata,Madrid,Spain,"43 Calle del Ave María, Madrid, 28012, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://vivachapata.es/,https://vivachapata.es/,https://www.google.com/maps/search/Viva%20Chapata%2043%20Calle%20del%20Ave%20Mar%C3%ADa%2C%20Madrid%2C%2028012%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Viva%20Chapata%20Madrid%20Spain%20HappyCow,+34 915 30 10 93,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c75eba68-7fa5-481c-9bea-8adb87c7237a.webp?v=mp2g74a2,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c75eba68-7fa5-481c-9bea-8adb87c7237a.webp?v=mp2g74a2,2,,"Vegan restaurant in Madrid, Spain.",40.4094201,-3.7009059,viva-chapata-madrid,c75eba68-7fa5-481c-9bea-8adb87c7237a,missing hours,2026-05-12T09:48:28.433115+00:00
Yantén Veggie Bar,Madrid,Spain,"40 Calle del Cardenal Cisneros, Madrid, 28010, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Find website/source / Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=Yant%C3%A9n%20Veggie%20Bar%20Madrid%20Spain%20HappyCow,https://www.google.com/maps/search/Yant%C3%A9n%20Veggie%20Bar%2040%20Calle%20del%20Cardenal%20Cisneros%2C%20Madrid%2C%2028010%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Yant%C3%A9n%20Veggie%20Bar%20Madrid%20Spain%20HappyCow,+34 640 39 57 72,,,Missing hours,https://www.google.com/maps/search/Yant%C3%A9n%20Veggie%20Bar%2040%20Calle%20del%20Cardenal%20Cisneros%2C%20Madrid%2C%2028010%2C%20Spain%20Madrid%20Spain,,0,,"Vegan restaurant in Madrid, Spain.",40.4321377,-3.7021397,yanten-veggie-bar-madrid,e57c5084-59fc-434b-8622-f5d9a34be276,missing website; missing hours; missing image,2026-05-11T08:35:32.871828+00:00
Yerbabuena,Madrid,Spain,3 Calle de Bordadores,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://www.yerbabuena.ws/,http://www.yerbabuena.ws/,https://www.google.com/maps/search/Yerbabuena%203%20Calle%20de%20Bordadores%20Madrid%20Spain,https://www.google.com/search?q=Yerbabuena%20Madrid%20Spain%20HappyCow,+34 915480811,"Monday: 13:00–16:30, 20:00–24:00; Tuesday: 13:00–16:30, 20:00–24:00; Wednesday: 13:00–16:30, 20:00–24:00; Thursday: 13:00–16:30, 20:00–24:00; Friday: 13:00–16:30, 20:00–24:00; Saturday: 13:00–16:30, 20:00–24:00; Sunday: Closed","Mo-Sa 13:00-16:30,20:00-24:00",Unspecified weekdays set to Closed,https://www.yerbabuena.ws/wp-content/uploads/2021/03/dots.png,https://www.yerbabuena.ws/wp-content/uploads/2021/03/dots.png,1,,"Vegan-friendly restaurant in Madrid, Spain.",40.4163792,-3.7078349,yerbabuena-madrid,99b24b2d-cc88-41bd-94d9-87773731394e,low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Yoshi,Madrid,Spain,"9 Avenida de Menéndez Pelayo, Spain",eat,restaurant,Vegan options,Vegan options,Low,1,False,Add hours,P2,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://yoshi.es/,https://yoshi.es/,https://www.google.com/maps/search/Yoshi%209%20Avenida%20de%20Men%C3%A9ndez%20Pelayo%2C%20Spain%20Madrid%20Spain,https://www.google.com/search?q=Yoshi%20Madrid%20Spain%20HappyCow,+34915758778,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/70d8c9ee-136d-40ad-b7bb-ef07338b5c83.webp?v=mp22hpaa,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/70d8c9ee-136d-40ad-b7bb-ef07338b5c83.webp?v=mp22hpaa,2,japanese,"Todo lo que necesitas saber sobre Yoshi - Sushi & Más (Madrid): opiniones de sus clientes, cómo llegar, horario, carta...",40.4214134,-3.6796539,yoshi-madrid,70d8c9ee-136d-40ad-b7bb-ef07338b5c83,missing hours; low verification,2026-05-12T03:24:47.575951+00:00
Zenith,Madrid,Spain,28 Calle de Valverde,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.zenithcaffe.es/,https://www.zenithcaffe.es/,https://www.google.com/maps/search/Zenith%2028%20Calle%20de%20Valverde%20Madrid%20Spain,https://www.google.com/search?q=Zenith%20Madrid%20Spain%20HappyCow,,Monday: 10:00–18:00; Tuesday: 10:00–18:00; Wednesday: 10:00–18:00; Thursday: 10:00–18:00; Friday: 10:00–18:00; Saturday: 10:00–19:00; Sunday: 10:00–19:00,"Mo-Fr 10:00-18:00; Sa, Su 10:00-19:00",Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/7a5e69e2-7a50-4892-be19-5c36d329a277.webp?v=mp23f97k,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/7a5e69e2-7a50-4892-be19-5c36d329a277.webp?v=mp23f97k,2,,"Vegan-friendly restaurant in Madrid, Spain.",40.4224392,-3.7016165,zenith-madrid,7a5e69e2-7a50-4892-be19-5c36d329a277,missing phone; low verification; generic/AI-like description,2026-05-12T03:50:53.043419+00:00
Almalibre Açaí House El Carmen,Valencia,Spain,"16 Carrer de Roteros, València, 46003, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.almalibreacaihouse.com/valencia,https://www.almalibreacaihouse.com/valencia,https://www.google.com/maps/search/Almalibre%20A%C3%A7a%C3%AD%20House%20El%20Carmen%2016%20Carrer%20de%20Roteros%2C%20Val%C3%A8ncia%2C%2046003%2C%20Spain%20Valencia%20Spain,https://www.google.com/search?q=Almalibre%20A%C3%A7a%C3%AD%20House%20El%20Carmen%20Valencia%20Spain%20HappyCow,+34 960 72 18 16,Monday: 09:30–22:30; Tuesday: 09:30–22:30; Wednesday: 09:30–22:30; Thursday: 09:30–22:30; Friday: 09:30–22:30; Saturday: 09:30–22:30; Sunday: 09:30–22:30,Mo 09:30-22:30; Tu 09:30-22:30; We 09:30-22:30; Th 09:30-22:30; Fr 09:30-22:30; Sa 09:30-22:30; Su 09:30-22:30,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/b755d7ea-cdda-438a-b2c7-eaa8e26c6300.webp?v=mp2enz5d,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/b755d7ea-cdda-438a-b2c7-eaa8e26c6300.webp?v=mp2enz5d,2,"brazilian, coffee_shop, acai","In our vegan restaurant in Valencia you find healthy food, 100% vegan menu, delicious Vegan Açaí Bowls. Come visit us!",39.4790412,-0.3774792,almalibre-acai-house-el-carmen-valencia,b755d7ea-cdda-438a-b2c7-eaa8e26c6300,,2026-05-12T09:05:35.688522+00:00
Arepita Bar,Valencia,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Arepita%20Bar%20Valencia%20Spain%20HappyCow,https://www.google.com/maps/search/Arepita%20Bar%20Valencia%20Spain,https://www.google.com/search?q=Arepita%20Bar%20Valencia%20Spain%20HappyCow,,"Monday: Closed; Tuesday: 13:00–16:00, 20:00–23:30; Wednesday: 13:00–16:00, 20:00–23:30; Thursday: 13:00–16:00, 20:00–23:30; Friday: 13:00–16:00, 20:00–23:30; Saturday: 13:00–16:00, 20:00–23:30; Sunday: 13:00–16:00, 20:00–23:30","Tu-Su 13:00-16:00,20:00-23:30",Unspecified weekdays set to Closed,https://www.google.com/maps/search/Arepita%20Bar%20Valencia%20Spain,,0,,"This vibrant vegan café specializes in delicious, plant-based arepas and creative dishes inspired by Latin American flavors, making it a unique gem in Valencia. With a cozy atmosphere and a diverse menu that caters to all tastes, it's a beloved spot for locals and visitors seeking wholesome, cruelty-free dining options.",39.4848712,-0.3635123,arepita-bar,290316d1-b718-416c-8fe0-e31898a62995,missing website; missing phone; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Bar Restaurant Ana 3,Valencia,Spain,3 Carrer de Lebon,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Bar%20Restaurant%20Ana%203%20Valencia%20Spain%20HappyCow,https://www.google.com/maps/search/Bar%20Restaurant%20Ana%203%203%20Carrer%20de%20Lebon%20Valencia%20Spain,https://www.google.com/search?q=Bar%20Restaurant%20Ana%203%20Valencia%20Spain%20HappyCow,,Monday: Closed; Tuesday: 07:00–16:00; Wednesday: 07:00–16:00; Thursday: 07:00–16:00; Friday: 07:00–16:00; Saturday: 07:00–14:00; Sunday: 07:00–14:00,Tu-Fr 07:00-16:00; Sa-Su 07:00-14:00,Unspecified weekdays set to Closed,https://www.google.com/maps/search/Bar%20Restaurant%20Ana%203%203%20Carrer%20de%20Lebon%20Valencia%20Spain,,0,"breakfast, local, sandwich","This charming café specializes in delicious vegan breakfast options and locally inspired sandwiches, making it a beloved spot for plant-based eaters in Valencia. With a cozy atmosphere and standout offerings like their hearty avocado toast and refreshing smoothies, it's a perfect place for vegans to enjoy a satisfying meal.",39.4644383,-0.3502966,bar-restaurant-ana-3,7b08a961-9f13-4aeb-b216-09f5041cc98f,missing website; missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
BATARAZA Bodegon - Restaurante Argentino,Valencia,Spain,18 C. del Hospital,eat,restaurant,Vegan options,Vegan options,Medium,1,False,Keep / monitor,P3,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://bataraza.com/,https://bataraza.com/,https://www.google.com/maps/search/BATARAZA%20Bodegon%20-%20Restaurante%20Argentino%2018%20C.%20del%20Hospital%20Valencia%20Spain,https://www.google.com/search?q=BATARAZA%20Bodegon%20-%20Restaurante%20Argentino%20Valencia%20Spain%20HappyCow,+34 625 31 30 14,"Monday: Closed; Tuesday: 19:30–23:00; Wednesday: 13:00–16:00, 19:30–23:00; Thursday: 13:00–16:00, 19:30–23:00; Friday: 13:00–16:00, 19:30–23:30; Saturday: 13:00–16:00, 19:30–23:30; Sunday: 13:00–16:30","Mo off; Tu 19:30-23:00; We-Th 13:00-16:00,19:30-23:00; Fr-Sa 13:00-16:00,19:30-23:30; Su 13:00-16:30",Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f9968f8d-1495-49e8-9ab7-d98e5b005150.webp?v=mp2l5ygt,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f9968f8d-1495-49e8-9ab7-d98e5b005150.webp?v=mp2l5ygt,2,,Restaurante argentino Bataraza Bodegón,39.4710147,-0.3816044,bataraza-bodegon-restaurante-argentino-valencia,f9968f8d-1495-49e8-9ab7-d98e5b005150,low verification,2026-05-12T12:07:32.350598+00:00
BeGreen,Valencia,Spain,4 Plaça de la Porta de la Mar,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://begreensalads.com/,https://begreensalads.com/,https://www.google.com/maps/search/BeGreen%204%20Pla%C3%A7a%20de%20la%20Porta%20de%20la%20Mar%20Valencia%20Spain,https://www.google.com/search?q=BeGreen%20Valencia%20Spain%20HappyCow,+34963941247,Monday: 09:00–20:00; Tuesday: 09:00–20:00; Wednesday: 09:00–20:00; Thursday: 09:00–20:00; Friday: 09:00–23:00; Saturday: 09:00–23:00; Sunday: 09:30–20:00,Mo-Th 09:00-20:00; Fr-Sa 09:00-23:00; Su 09:30-20:00,Parsed from raw hours,https://begreensalads.com/,,0,,"Vegan-friendly restaurant in Valencia, Spain.",39.471563,-0.3683928,begreen-valencia,1921a591-bd4f-4b07-98d5-a23c1f7436a2,missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
BeGreen Salad Company,Valencia,Spain,10 Carrer de Martínez Cubells,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://pedido.begreensalads.com/es/begreen-mart%C3%ADnez-cubells,https://pedido.begreensalads.com/es/begreen-mart%C3%ADnez-cubells,https://www.google.com/maps/search/BeGreen%20Salad%20Company%2010%20Carrer%20de%20Mart%C3%ADnez%20Cubells%20Valencia%20Spain,https://www.google.com/search?q=BeGreen%20Salad%20Company%20Valencia%20Spain%20HappyCow,+34963769314,Monday: 09:00–16:00; Tuesday: 09:00–16:00; Wednesday: 09:00–22:00; Thursday: 09:00–16:00; Friday: 09:00–16:00; Saturday: 09:00–22:00; Sunday: 11:00–16:30,"Mo-Tu, Th-Fr 09:00-16:00; We, Sa 09:00-22:00; Su 11:00-16:30",Parsed from raw hours,https://pedido.begreensalads.com/es/begreen-mart%C3%ADnez-cubells,,0,,"Vegan-friendly restaurant in Valencia, Spain.",39.4681683,-0.3740997,begreen-salad-company-valencia,3305171a-e106-4b3f-9f11-e79a4b7da73c,missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Berguna Gluten Free,Valencia,Spain,13 Carrer de Moratín,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.bergunaglutenfree.com/,https://www.bergunaglutenfree.com/,https://www.google.com/maps/search/Berguna%20Gluten%20Free%2013%20Carrer%20de%20Morat%C3%ADn%20Valencia%20Spain,https://www.google.com/search?q=Berguna%20Gluten%20Free%20Valencia%20Spain%20HappyCow,+34 963 430 020,Monday: 09:00–20:00; Tuesday: 09:00–20:00; Wednesday: 09:00–20:00; Thursday: 09:00–20:00; Friday: 09:00–20:00; Saturday: 09:30–20:00; Sunday: 10:00–20:00,Mo-Fr 09:00-20:00; Sa 09:30-20:00; Su 10:00-20:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f0da9a23-d841-4668-8cf1-6a682ccbec8c.webp?v=mp2kaw1e,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f0da9a23-d841-4668-8cf1-6a682ccbec8c.webp?v=mp2kaw1e,2,,"Berguna Gluten Free - comida  sin gluten, sin azúcar, opciones para veganos y café especialidad",39.4710398,-0.3757933,berguna-gluten-free-valencia,f0da9a23-d841-4668-8cf1-6a682ccbec8c,low verification,2026-05-12T11:43:22.860306+00:00
Bio Restaurant Tarta de Zanahoria,Valencia,Spain,"3 Carrer Pintor Salvador Abril, València, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,http://www.tartadezanahoria.com/,http://www.tartadezanahoria.com/,https://www.google.com/maps/search/Bio%20Restaurant%20Tarta%20de%20Zanahoria%203%20Carrer%20Pintor%20Salvador%20Abril%2C%20Val%C3%A8ncia%2C%20Spain%20Valencia%20Spain,https://www.google.com/search?q=Bio%20Restaurant%20Tarta%20de%20Zanahoria%20Valencia%20Spain%20HappyCow,+34 620 11 24 65,Monday: 13:30–16:00; Tuesday: 13:30–16:00; Wednesday: 13:30–16:00; Thursday: 13:30–16:00; Friday: 13:30–16:00; Saturday: Closed; Sunday: Closed,Mo 13:30-16:00; Tu 13:30-16:00; We 13:30-16:00; Th 13:30-16:00; Fr 13:30-16:00,Unspecified weekdays set to Closed,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/8d5a90f6-fa2b-4b02-991c-18fecf9c1c6f.webp?v=mp25d229,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/8d5a90f6-fa2b-4b02-991c-18fecf9c1c6f.webp?v=mp25d229,2,,"Vegan restaurant in València, Spain.",39.4640194,-0.3708966,bio-restaurant-tarta-de-zanahoria-valencia,8d5a90f6-fa2b-4b02-991c-18fecf9c1c6f,,2026-05-12T04:45:09.704827+00:00
Bluebell Coffee Co.,Valencia,Spain,3 Carrer de Buenos Aires,eat,cafe,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://bluebellcoffeeco.com/,https://bluebellcoffeeco.com/,https://www.google.com/maps/search/Bluebell%20Coffee%20Co.%203%20Carrer%20de%20Buenos%20Aires%20Valencia%20Spain,https://www.google.com/search?q=Bluebell%20Coffee%20Co.%20Valencia%20Spain%20HappyCow,+34 963 22 54 13,Monday: 09:00–19:00; Tuesday: 09:00–19:00; Wednesday: 09:00–19:00; Thursday: 09:00–19:00; Friday: 09:00–19:00; Saturday: Closed; Sunday: Closed,"Mo-Fr 09:00-19:00; Sa,Su,PH 09:00-20:00","Unparsed segment: Sa,Su,PH 09:00-20:00; Unspecified weekdays set to Closed",https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/8af90564-3a05-47ca-97b6-5a02e53aa835.webp?v=mp2550ss,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/8af90564-3a05-47ca-97b6-5a02e53aa835.webp?v=mp2550ss,2,,"Vegan-friendly cafe in Valencia, Spain.",39.4618929,-0.3757748,bluebell-coffee-co-valencia,8af90564-3a05-47ca-97b6-5a02e53aa835,low verification,2026-05-12T04:38:54.820969+00:00
Burritos,Valencia,Spain,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Burritos%20Valencia%20Spain%20HappyCow,https://www.google.com/maps/search/Burritos%20Valencia%20Spain,https://www.google.com/search?q=Burritos%20Valencia%20Spain%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Burritos%20Valencia%20Spain,,0,,"This vibrant café specializes in delicious, plant-based burritos, showcasing a creative menu that highlights fresh, locally sourced ingredients. With its cozy atmosphere and a variety of flavorful options, Burritos has become a beloved spot for vegans seeking hearty meals that don't compromise on taste.",39.4780834,-0.3749264,burritos,a011ac44-2b10-4351-8ff1-22b08128a558,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Café Madrigal,Valencia,Spain,"41 Carrer de Puerto Rico, València, Spain",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://madrigal.cafe/,https://madrigal.cafe/,https://www.google.com/maps/search/Caf%C3%A9%20Madrigal%2041%20Carrer%20de%20Puerto%20Rico%2C%20Val%C3%A8ncia%2C%20Spain%20Valencia%20Spain,https://www.google.com/search?q=Caf%C3%A9%20Madrigal%20Valencia%20Spain%20HappyCow,+34963018735,Monday: 10:00–24:00; Tuesday: 10:00–24:00; Wednesday: 10:00–24:00; Thursday: 10:00–24:00; Friday: 10:00–24:00; Saturday: 10:00–24:00; Sunday: 10:00–24:00,Mo 10:00-24:00; Tu 10:00-24:00; We 10:00-24:00; Th 10:00-24:00; Fr 10:00-24:00; Sa 10:00-24:00; Su 10:00-24:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c7849bff-4a7e-49b1-9810-bcf37bb22d5e.jpg,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c7849bff-4a7e-49b1-9810-bcf37bb22d5e.jpg,0,,"Go to main content MADRIGAL Home Menu Gallery Contact Reservations MADRIGAL MADRIGAL MADRIGAL MADRIGAL Ruzafa's vegan cafeteria At Café Madrigal, we offer you a unique gastronomic experience in Valencia.",39.46064,-0.3771248,cafe-madrigal-valencia,c7849bff-4a7e-49b1-9810-bcf37bb22d5e,,2026-05-11T08:35:32.871828+00:00
